Maker,Model,Adv_year,Adv_month,Color,Reg_year,Bodytype,Runned_Miles,Engin_size,Gearbox,Fuel_type,Price,Seat_num,Door_num,issue,issue_id,Adv_day,breakdown_date,repair_complexity,repair_cost,repair_hours,Claim,category_anomaly,repair_date
Ford,Mondeo,2018,2,White,2015,Estate,59000,2.0L,Manual,Diesel,11100,5,5,Radiator Leaking,0,11,2/11/18,1,262,2,0,0,2/11/18
Ford,S-Max,2018,5,White,2012,MPV,48688,2.0L,Manual,Diesel,11390,7,5,Sensor Malfunction,0,23,5/23/18,1,629.5,3,0,0,5/23/18
DS,3,2018,2,Blue,2016,Hatchback,18534,1.6L,Manual,Diesel,8495,5,3,Sensor Malfunction,0,22,2/22/18,2,544.75,6,0,0,2/23/18
Citroen,C4 Picasso,2018,1,Grey,2007,MPV,112794,1.6L,Manual,Diesel,1950,5,5,Brake Pads Worn,0,21,1/21/18,2,257.5076014,302.1397273,1,0,2/5/18
Citroen,C4 Cactus,2018,4,Purple,2018,Hatchback,10,1.6L,Manual,Diesel,12990,5,5,Flat Tyres,0,24,4/24/18,2,43.897,2,0,0,4/24/18
Ford,Mondeo,2018,4,Grey,2017,Hatchback,10864,2.0L,Manual,Diesel,20750,5,5,Gear Box Issue,0,20,4/20/18,1,831.7994571,2,1,0,4/20/18
Citroen,DS3,2018,8,Silver,2014,Hatchback,29119,1.6L,Manual,Diesel,7000,5,3,Excessive Emissions,0,6,8/6/18,2,46.3,2,0,0,8/6/18
Ford,Cougar,2018,3,Green,2000,Coupe,120072,2.5L,Manual,Petrol,999,11,3,Transmission Issue,1,12,3/12/18,1,497.9730158,309.208369,1,0,3/29/18
Ford,Fiesta,2018,8,Black,2017,Hatchback,8051,1.25L,Manual,Petrol,9000,5,5,Warning Light,0,17,8/17/18,1,270,9,0,0,8/19/18
Ford,EcoSport,2018,7,White,2017,SUV,7788,1.0L,Manual,Petrol,12995,5,5,Steering Wheel Shaking,0,25,7/25/18,1,32.995,1,0,0,7/25/18
Citroen,Grand C4 Picasso,2018,5,Gelb,2016,MPV,22021,1.6L,Automatic,Diesel,14690,5,5,Brake Pads Worn,0,27,5/27/18,2,87.345,4,1,1,5/28/18
Chevrolet,Spark,2018,4,Black,2011,Hatchback,59000,1.0L,Manual,Petrol,2000,5,5,Alternator Failing,0,21,4/21/18,1,80,2,0,0,4/21/18
Ford,Focus,2018,6,Gelb,2009,Hatchback,128000,2.0L,Manual,Diesel,2000,5,5,Tyre Alignment,0,16,6/16/18,1,10.2,0.5,1,1,6/16/18
Citroen,DS3,2018,8,Silver,2015,Hatchback,41001,1.6L,Manual,Diesel,8495,5,3,Tyre Alignment,0,24,8/24/18,2,20.8495,1,0,0,8/24/18
Citroen,C3,2018,8,Purple,2016,Hatchback,12332,1.2L,Manual,Petrol,8495,5,5,Transmission Issue,3,16,8/16/18,2,2118.036042,16,1,0,8/20/18
Fiat,500L,2018,5,Black,2015,MPV,8000,1.3L,Automatic,Diesel,9495,5,5,Steering Wheel Shaking,0,16,5/16/18,1,29.495,1,0,0,5/16/18
Ford,Mondeo,2018,4,Black,2015,Hatchback,91000,2.0L,Manual,Diesel,8495,5,5,Starter Motor Issue,0,5,4/5/18,1,144.95,3,0,0,4/5/18
Ford,Galaxy,2018,4,Brown,2014,MPV,21000,2.0L,Automatic,Petrol,14495,7,5,Warning Light,0,17,4/17/18,1,324.95,9,0,0,4/19/18
Honda,Accord,2018,8,Blue,2009,Estate,93000,2.2L,Automatic,Diesel,3900,5,5,Flat Tyres,0,18,8/18/18,1,21.17,1,0,0,8/18/18
Ford,Focus,2017,12,Silver,2008,Hatchback,90000,1.6L,Manual,Petrol,1750,5,5,Electrical Issue,1,2,12/2/17,1,41.75,2,0,0,12/2/17
Ford,Focus,2018,6,White,2012,Hatchback,23650,1.6L,Manual,Petrol,7995,5,5,Excessive Emissions,0,16,6/16/18,1,27.1955,1,0,0,6/16/18
Fiat,Grande Punto,2018,8,Red,2006,Hatchback,72000,1.4L,Manual,Petrol,2000,5,3,Flat Tyres,0,14,8/14/18,1,20.6,1,0,0,8/14/18
Citroen,Berlingo Multispace,2018,7,Blue,2017,MPV,7317,1.6L,Automatic,Diesel,13495,5,5,Sensor Malfunction,0,7,7/7/18,2,794.75,6,0,0,7/8/18
Citroen,DS3,2018,5,Grey,2013,Hatchback,29000,1.6L,Manual,Petrol,6695,5,3,Sensor Malfunction,0,27,5/27/18,2,454.75,6,0,0,5/28/18
Fiat,500,2021,5,White,2019,Hatchback,6193,1.2L,Manual,Petrol,9500,4,3,Windscreen Crack,0,1,5/1/21,1,25.7,1,0,0,5/1/21
Ford,Focus,2018,6,Grey,2017,Hatchback,16000,1.5L,Manual,Diesel,13995,5,5,Radiator Leaking,0,21,6/21/18,1,319.9,2,0,0,6/21/18
Fiat,500,2018,6,White,2009,Hatchback,49000,1.2L,Manual,Petrol,3480,4,3,Brake Pads Worn,0,7,6/7/18,1,41.74,2,0,0,6/7/18
Citroen,C2,2018,2,Silver,2008,Hatchback,59000,1.1L,Manual,Petrol,1721,4,3,Engine Issue,4,10,2/10/18,2,486.05,20,0,0,2/15/18
Fiat,Grande Punto,2018,7,Blue,2007,Hatchback,76000,1.3L,Manual,Diesel,1499,4,5,Gear Box Issue,0,20,7/20/18,1,54.99,2,0,0,7/20/18
Citroen,DS4,2018,4,Black,2014,Hatchback,49797,1.6L,Manual,Diesel,7280,5,5,Electrical Issue,2,19,4/19/18,2,34.56,1,0,0,4/19/18
Ford,Galaxy,2018,7,Silver,2004,MPV,166000,1.9L,Manual,Diesel,1595,7,5,Warning Light,0,26,7/26/18,1,195.95,9,0,0,7/28/18
Honda,CR-Z,2018,4,Black,2013,Coupe,105689,1.5L,Manual,Hybrid  Petrol/Electric,6389,4,3,Gear Box Issue,0,16,4/16/18,1,103.89,2,0,0,4/16/18
Ford,Mondeo,2018,6,Blue,2012,Hatchback,74000,2.0L,Manual,Diesel,5490,5,5,Brake Pads Worn,0,9,6/9/18,1,42.745,2,0,0,6/9/18
Ford,Focus,2018,6,Gelb,2015,Hatchback,56237,1.5L,Manual,Diesel,7791,5,5,Tyre Alignment,0,25,6/25/18,1,10.7791,0.5,1,1,6/25/18
Ford,Focus,2018,8,Red,2018,Hatchback,8597,1.0L,Manual,Petrol,15500,5,5,Windscreen Crack,0,20,8/20/18,1,29.3,1,0,0,8/20/18
Bentley,Continental,2018,7,Black,2018,Convertible,2120,4.0L,Automatic,Petrol,156500,4,2,Electrical Issue,2,27,7/27/18,3,343,1.5,0,0,7/27/18
Ford,Kuga,2018,8,White,2015,SUV,27718,2.0L,Automatic,Diesel,12990,5,5,Tyre Alignment,0,27,8/27/18,1,11.299,0.5,0,0,8/27/18
Ford,Kuga,2018,5,Blue,2016,SUV,19416,2.0L,Manual,Diesel,15690,5,5,Tyre Alignment,0,27,5/27/18,1,11.569,0.5,0,0,5/27/18
Dodge,Nitro,2018,4,Silver,2008,SUV,54000,2.8L,Automatic,Diesel,4995,5,5,Alternator Failing,0,16,4/16/18,4,259.9,8,0,0,4/18/18
Ford,Fiesta,2018,8,Blue,2004,Hatchback,60000,1.4L,Manual,Petrol,1299,5,3,Transmission Issue,2,17,8/17/18,1,248.8689002,264.5307091,1,0,8/23/18
Citroen,DS4,2018,8,Red,2014,Hatchback,54000,1.6L,Manual,Diesel,5990,5,5,Gear Box Issue,0,17,8/17/18,2,139.9,4,0,0,8/18/18
Bentley,Continental,2018,4,Black,2012,Convertible,48529,6.0L,Automatic,Petrol,65999,4,2,Alternator Failing,0,18,4/18/18,3,1439.98,6,0,0,4/19/18
Citroen,C8,2018,3,Grey,2008,MPV,83745,2.2L,Automatic,Diesel,2650,7,5,Electrical Issue,3,11,3/11/18,2,53.25,2,0,0,3/11/18
Ford,Ka+,2018,4,Gelb,2016,Hatchback,2528,1.2L,Manual,Petrol,7550,5,5,Starter Motor Issue,0,11,4/11/18,1,135.5,3,1,1,4/11/18
Citroen,DS3,2018,5,Red,2011,Hatchback,95978,1.6L,Manual,Petrol,3975,5,3,Electrical Issue,4,1,5/1/18,2,91.925,4,0,0,5/2/18
Honda,Civic,2018,5,Black,2005,Hatchback,130500,1.6L,Manual,Petrol,1000,5,5,Starter Motor Issue,0,15,5/15/18,1,70,3,0,0,5/15/18
Citroen,DS4,2018,4,Purple,2016,Hatchback,9752,1.6L,Manual,Diesel,12695,13,0,Radiator Leaking,0,26,4/26/18,2,333.9,4,1,0,4/27/18
Ford,Fiesta,2018,7,Black,2008,Hatchback,101462,1.6L,Manual,Diesel,2895,5,5,Warning Light,0,26,7/26/18,1,208.95,9,0,0,7/28/18
Citroen,Grand C4 Picasso,2018,4,Red,2011,MPV,49000,1.6L,Automatic,Diesel,7000,7,5,Windscreen Crack,0,21,4/21/18,2,44.2,2,0,0,4/21/18
Honda,Civic,2018,5,Brown,2014,Hatchback,48000,1.6L,Manual,Diesel,7981,5,5,Radiator Leaking,0,28,5/28/18,1,199.62,2,0,0,5/28/18
Ford,Ka,2017,11,Blue,2004,Hatchback,85000,1.6L,Manual,Petrol,590,4,3,Steering Wheel Shaking,0,24,11/24/17,1,95.12556391,78.09556796,1,0,12/13/17
Ford,Focus,2018,3,Gelb,2009,Hatchback,99710,1.8L,Manual,Petrol,2300,5,5,Brake Pads Worn,0,13,3/13/18,1,41.15,2,1,1,3/13/18
Ford,Ka,2018,7,Black,2014,Hatchback,38000,1.2L,Manual,Petrol,4990,4,3,Radiator Leaking,0,28,7/28/18,1,139.8,2,0,0,7/28/18
Dacia,Sandero Stepway,2018,5,Black,2014,Hatchback,40219,1.5L,Manual,Diesel,6657,5,5,Alternator Failing,0,21,5/21/18,1,173.14,2,0,0,5/21/18
Ford,Focus CC,2018,3,Red,2007,Convertible,52000,2.0L,Manual,Petrol,3290,4,2,Gear Box Issue,0,24,3/24/18,1,72.9,2,0,0,3/24/18
Ford,Fiesta,2018,3,Green,1995,Hatchback,167000,1.6L,Manual,Petrol,350,11,5,Gear Box Issue,0,24,3/24/18,1,43.5,2,1,0,3/24/18
Dacia,Logan MCV,2018,3,White,2014,Estate,35902,1.2L,Manual,Petrol,5795,5,5,Tyre Alignment,0,23,3/23/18,1,10.5795,0.5,0,0,3/23/18
Honda,CR-V,2018,3,White,2011,SUV,75000,2.0L,Manual,Petrol,7750,5,5,Tyre Alignment,0,22,3/22/18,1,10.775,0.5,0,0,3/22/18
Ford,C-Max,2018,8,Blue,2012,MPV,101160,1.6L,Manual,Diesel,4999,5,5,Sensor Malfunction,0,12,8/12/18,1,309.95,3,0,0,8/12/18
Ford,Edge,2018,5,Black,2016,SUV,16406,2.0L,Automatic,Diesel,26000,5,5,Flat Tyres,0,16,5/16/18,1,27.8,1,0,0,5/16/18
Ford,Focus,2018,7,Blue,2003,Hatchback,62454,1.8L,Manual,Diesel,600,5,5,Electrical Issue,1,27,7/27/18,1,40.6,2,0,0,7/27/18
Ford,Ka,2018,8,Black,2002,Hatchback,105000,1.3L,Manual,Petrol,595,4,3,Warning Light,0,10,8/10/18,1,185.95,9,0,0,8/12/18
Ford,Focus,2021,4,White,2019,Hatchback,34331,1.0L,Automatic,Petrol,11480,5,5,Excessive Emissions,0,4,4/4/21,1,164.6917751,116.1506873,1,0,5/3/21
Fiat,500,2018,8,Grey,2014,Hatchback,25544,1.2L,Manual,Petrol,5495,4,3,Electrical Issue,1,1,8/1/18,1,45.495,2,0,0,8/1/18
Citroen,DS4,2018,2,Black,2014,Hatchback,44169,1.6L,Manual,Diesel,7999,5,5,Radiator Leaking,0,5,2/5/18,2,239.98,4,0,0,2/6/18
Ford,Fusion,2018,4,Silver,2006,Hatchback,90000,1.4L,Manual,Petrol,1095,5,5,Brake Pads Worn,0,12,4/12/18,1,40.5475,2,0,0,4/12/18
Honda,HR-V,2018,8,Silver,2018,SUV,2000,1.5L,Manual,Petrol,22948,5,5,Gear Box Issue,0,13,8/13/18,1,269.48,2,0,0,8/13/18
Ford,Focus,2018,8,Silver,2004,Hatchback,65000,1.6L,Manual,Petrol,1495,5,5,Warning Light,0,19,8/19/18,1,194.95,9,0,0,8/21/18
Ford,Fiesta,2018,8,Red,2012,Hatchback,42301,1.25L,Manual,Petrol,4995,5,3,Brake Pads Worn,0,5,8/5/18,1,42.4975,2,0,0,8/5/18
Dodge,Journey,2018,5,Black,2009,SUV,167083,2.4L,Manual,Petrol,2750,7,5,Steering Wheel Shaking,0,21,5/21/18,4,82.75,4,0,0,5/22/18
Ford,Focus,2018,4,Gelb,2007,Estate,127000,1.8L,Manual,Diesel,1899,5,5,Alternator Failing,0,19,4/19/18,1,77.98,2,1,1,4/19/18
Honda,HR-V,2018,5,Gelb,2015,SUV,50292,1.5L,Automatic,Petrol,17500,5,5,Transmission Issue,1,14,5/14/18,1,132.5,4,1,1,5/15/18
Dacia,Duster,2021,5,White,2019,SUV,14038,1.3L,Manual,Petrol,12325,5,5,Windscreen Crack,0,21,5/21/21,1,27.395,1,0,0,5/21/21
Honda,CR-V,2018,8,Brown,2014,SUV,14051,1.6L,Manual,Diesel,14490,5,5,Steering Wheel Shaking,0,9,8/9/18,1,34.49,1,0,0,8/9/18
Ford,Focus,2018,8,Grey,2015,Hatchback,22993,1.0L,Manual,Petrol,9700,5,5,Steering Wheel Shaking,0,2,8/2/18,1,29.7,1,0,0,8/2/18
Ford,B-Max,2018,4,Gelb,2012,MPV,23040,1.0L,Manual,Petrol,6930,5,5,Windscreen Crack,0,5,4/5/18,1,112.9251705,72.7234003,1,1,4/23/18
Ford,Mondeo,2017,12,White,2015,Estate,24812,2.0L,Manual,Diesel,12498,5,5,Warning Light,0,3,12/3/17,1,304.98,9,0,0,12/5/17
Ford,S-Max,2018,5,Blue,2009,MPV,87000,2.0L,Manual,Diesel,4395,7,5,Gear Box Issue,0,11,5/11/18,1,83.95,2,0,0,5/11/18
Ford,Fiesta,2020,10,Orange,2019,Hatchback,5193,1.0L,Manual,Petrol,14299,5,5,Gear Box Issue,0,11,10/11/20,1,182.99,2,0,0,10/11/20
Ford,Galaxy,2018,8,Grey,2007,MPV,107000,2.0L,Manual,Diesel,4250,7,5,Brake Pads Worn,0,2,8/2/18,1,224.6590162,2,1,0,8/2/18
Ford,Kuga,2018,5,Gelb,2015,SUV,32305,2.0L,Manual,Diesel,11200,5,5,Excessive Emissions,0,13,5/13/18,1,30.08,1,1,1,5/13/18
Citroen,C3 Aircross,2021,5,Grey,2019,SUV,4927,1.2L,Automatic,Petrol,14599,5,5,Tyre Alignment,0,12,5/12/21,2,21.4599,1,0,0,5/12/21
Ford,Kuga,2018,8,Blue,2010,SUV,56500,2.0L,Manual,Diesel,6495,5,5,Windscreen Crack,0,6,8/6/18,1,23.897,1,0,0,8/6/18
Ford,B-Max,2018,4,Gelb,2015,MPV,15224,1.0L,Manual,Petrol,10295,5,5,Electrical Issue,2,28,4/28/18,1,30.59,0.5,1,1,4/28/18
Ford,Fiesta,2018,8,Silver,2004,Hatchback,130000,1.4L,Manual,Petrol,790,5,3,Excessive Emissions,0,19,8/19/18,1,20.711,1,0,0,8/19/18
Citroen,DS3,2018,4,Purple,2014,Hatchback,24474,1.6L,Manual,Petrol,7451,5,3,Flat Tyres,0,7,4/7/18,2,169.4349363,2,1,0,4/7/18
Ford,Galaxy,2018,7,Blue,2014,MPV,74000,2.0L,Automatic,Diesel,8787,7,5,Brake Pads Worn,0,16,7/16/18,1,44.3935,2,0,0,7/16/18
Citroen,DS3,2018,3,Grey,2011,Hatchback,67000,1.6L,Manual,Diesel,5999,4,3,Sensor Malfunction,0,9,3/9/18,2,419.95,6,0,0,3/10/18
Ford,C-Max,2018,6,Silver,2015,MPV,9000,1.5L,Manual,Diesel,9920,5,5,Gear Box Issue,0,27,6/27/18,1,139.2,2,0,0,6/27/18
Fiat,Tipo,2021,4,Green,2019,Hatchback,0,1.0L,Manual,Petrol,21560,5,5,Brake Pads Worn,0,3,4/3/21,1,50.78,2,0,0,4/3/21
Fiat,500,2021,5,Green,2019,Hatchback,17686,1.2L,Manual,Petrol,8300,4,3,Brake Pads Worn,0,18,5/18/21,1,44.15,2,0,0,5/18/21
Bentley,Flying Spur,2018,8,Grey,2014,Saloon,11000,6.0L,Automatic,Petrol,66995,5,4,Transmission Issue,3,27,8/27/18,3,3785.557859,24,1,0,9/2/18
Fiat,500,2018,6,Green,2017,Hatchback,16343,1.2L,Manual,Petrol,8750,4,3,Transmission Issue,3,7,6/7/18,1,238.75,8,0,0,6/9/18
Ford,Focus,2018,8,Black,2011,Hatchback,112000,1.6L,Manual,Diesel,2999,5,5,Engine Issue,4,26,8/26/18,1,349.95,10,0,0,8/28/18
Ford,Fiesta,2021,1,Silver,2019,Hatchback,9217,1.0L,Manual,Petrol,11550,5,5,Tyre Alignment,0,28,1/28/21,1,11.155,0.5,0,0,1/28/21
Citroen,DS3,2018,8,Brown,2013,Hatchback,55331,1.6L,Automatic,Petrol,5940,4,3,Engine Issue,3,10,8/10/18,2,1074,24,0,0,8/16/18
Fiat,500C,2018,5,Blue,2014,Convertible,26000,1.2L,Manual,Petrol,6450,4,2,Radiator Leaking,0,18,5/18/18,1,169,2,0,0,5/18/18
Bentley,Bentayga,2018,4,Black,2018,SUV,3000,4.0L,Automatic,Diesel,144995,5,5,Tyre Alignment,0,2,4/2/18,3,44.4995,1.5,0,0,4/2/18
Citroen,Grand C4 Picasso,2018,5,Purple,2009,MPV,48750,1.6L,Automatic,Diesel,3650,7,5,Alternator Failing,0,21,5/21/18,2,153,4,0,0,5/22/18
Ford,Focus,2018,5,Gelb,2007,Hatchback,70755,1.6L,Manual,Petrol,2499,5,5,Electrical Issue,1,11,5/11/18,1,42.499,2,1,1,5/11/18
Ford,C-Max,2018,5,Black,2013,MPV,53122,2.0L,Manual,Diesel,8000,5,5,Starter Motor Issue,0,9,5/9/18,1,715.8770115,3,1,0,5/9/18
Citroen,DS4,2018,4,Grey,2017,Hatchback,7103,1.6L,Manual,Diesel,13295,14,0,Sensor Malfunction,0,6,4/6/18,2,784.75,6,1,0,4/7/18
Ford,C-Max,2018,8,Black,2015,MPV,13300,1.6L,Manual,Petrol,8999,5,5,Sensor Malfunction,0,13,8/13/18,1,509.95,3,0,0,8/13/18
Ford,Mondeo,2018,4,Grey,2017,Hatchback,13890,2.0L,Automatic,Diesel,22380,16,0,Electrical Issue,5,5,4/5/18,1,82.38,3,1,0,4/5/18
Citroen,C3 Picasso,2018,8,Black,2009,MPV,28000,1.6L,Manual,Diesel,4289,5,5,Sensor Malfunction,0,9,8/9/18,2,334.45,6,0,0,8/10/18
Ford,Focus C-Max,2018,5,Blue,2006,MPV,44000,2.0L,Automatic,Petrol,3000,5,5,Radiator Leaking,0,12,5/12/18,1,100,2,0,0,5/12/18
Fiat,500C,2018,3,White,2009,Convertible,84000,1.2L,Manual,Petrol,3995,4,2,Warning Light,0,5,3/5/18,1,219.95,9,0,0,3/7/18
Honda,CR-V,2018,4,Red,2008,SUV,55344,2.2L,Manual,Diesel,7895,5,5,Warning Light,0,9,4/9/18,1,258.95,9,0,0,4/11/18
Ford,Focus,2018,7,White,2015,Hatchback,59342,1.6L,Manual,Diesel,8270,5,5,Starter Motor Issue,0,19,7/19/18,1,142.7,3,0,0,7/19/18
Ford,Kuga,2018,7,Red,2008,SUV,97000,2.0L,Manual,Diesel,5990,5,5,Gear Box Issue,0,2,7/2/18,1,99.9,2,0,0,7/2/18
Ford,Grand C-Max,2018,4,Blue,2012,MPV,74391,2.0L,Manual,Diesel,7800,7,5,Starter Motor Issue,0,16,4/16/18,1,138,3,0,0,4/16/18
Ford,Ka,2018,6,Black,2013,Hatchback,31747,1.2L,Manual,Petrol,5375,4,3,Starter Motor Issue,0,11,6/11/18,1,113.75,3,0,0,6/11/18
Ford,Focus,2021,5,Red,2019,Hatchback,10511,1.5L,Manual,Diesel,15826,5,5,Brake Pads Worn,0,8,5/8/21,1,47.913,2,0,0,5/8/21
Ford,Focus,2018,3,Blue,2017,Hatchback,10384,1.0L,Automatic,Petrol,14291,5,5,Sensor Malfunction,0,10,3/10/18,1,774.55,3,0,0,3/10/18
Citroen,Grand C4 Picasso,2018,5,Black,2017,MPV,18017,1.6L,Manual,Diesel,16995,5,5,Radiator Leaking,0,10,5/10/18,2,419.9,4,0,0,5/11/18
Ford,Fiesta,2021,5,Grey,2019,Hatchback,9000,1.5L,Manual,Petrol,16000,5,3,Radiator Leaking,0,16,5/16/21,1,360,2,0,0,5/16/21
Fiat,500L,2018,4,White,2014,MPV,30896,1.3L,Manual,Diesel,6960,5,5,Alternator Failing,0,5,4/5/18,1,179.2,2,0,0,4/5/18
Citroen,C3,2018,4,Silver,2010,Hatchback,73720,1.4L,Manual,Petrol,2995,5,5,Gear Box Issue,0,20,4/20/18,2,109.95,4,0,0,4/21/18
Fiat,Grande Punto,2018,8,Gelb,2006,Hatchback,64000,1.4L,Manual,Petrol,1295,5,3,Radiator Leaking,0,23,8/23/18,1,65.9,2,1,1,8/23/18
Citroen,Grand C4 Picasso,2018,4,Brown,2009,MPV,48094,1.6L,Manual,Diesel,3995,7,5,Transmission Issue,2,13,4/13/18,2,147.965,6,0,0,4/14/18
Ford,Ka,2018,6,Gelb,2009,Hatchback,72075,1.2L,Manual,Petrol,2550,4,3,Starter Motor Issue,0,13,6/13/18,1,85.5,3,1,1,6/13/18
Fiat,Grande Punto,2018,8,Blue,2007,Hatchback,98000,1.2L,Manual,Petrol,1090,4,5,Starter Motor Issue,0,26,8/26/18,1,70.9,3,0,0,8/26/18
Ford,Focus,2018,8,Silver,2006,Hatchback,107000,1.8L,Manual,Diesel,995,5,5,Warning Light,0,7,8/7/18,1,189.95,9,0,0,8/9/18
Ford,Kuga,2018,5,Silver,2009,SUV,64000,2.0L,Manual,Diesel,7295,5,5,Gear Box Issue,0,25,5/25/18,1,112.95,2,0,0,5/25/18
Honda,Civic,2018,4,White,2013,Hatchback,48500,1.6L,Manual,Diesel,7500,5,5,Radiator Leaking,0,17,4/17/18,1,190,2,0,0,4/17/18
Ford,Focus,2021,6,Blue,2019,Hatchback,10911,1.0L,Manual,Petrol,14495,5,5,Engine Issue,2,6,6/6/21,1,2494.25,16,0,0,6/10/21
Ford,Fusion,2018,5,Grey,2004,Hatchback,106000,1.6L,Manual,Petrol,750,5,5,Transmission Issue,3,22,5/22/18,1,166.75,8,0,0,5/24/18
Ford,Fiesta,2018,3,Silver,2007,Hatchback,98000,1.25L,Manual,Petrol,1200,5,3,Radiator Leaking,0,4,3/4/18,1,64,2,0,0,3/4/18
Ford,C-Max,2018,3,Grey,2014,MPV,38000,2.0L,Automatic,Diesel,10999,5,5,Starter Motor Issue,0,1,3/1/18,1,169.99,3,0,0,3/1/18
Citroen,C1,2021,5,Blue,2019,Hatchback,3844,1.0L,Manual,Petrol,7999,4,5,Electrical Issue,3,3,5/3/21,2,79.995,2,0,0,5/3/21
Citroen,C3,2018,8,Silver,2011,Hatchback,105000,1.4L,Manual,Petrol,2995,5,5,Gear Box Issue,0,2,8/2/18,2,109.95,4,0,0,8/3/18
Citroen,C4 Cactus,2018,3,Black,2017,Hatchback,17472,1.2L,Manual,Petrol,9495,5,5,Engine Issue,2,17,3/17/18,2,8127.514586,6516.897146,1,0,3/26/18
Ford,Fiesta,2018,8,Gelb,2012,Hatchback,67389,1.4L,Manual,Diesel,5689,5,5,Starter Motor Issue,0,23,8/23/18,1,116.89,3,1,1,8/23/18
Ford,S-Max,2018,8,Blue,2014,MPV,47000,2.0L,Automatic,Diesel,11495,7,5,Gear Box Issue,0,19,8/19/18,1,154.95,2,0,0,8/19/18
Citroen,DS3,2018,3,Purple,2014,Hatchback,55000,1.6L,Manual,Diesel,5995,5,3,Warning Light,0,18,3/18/18,2,419.95,18,0,0,3/22/18
Ford,Focus,2018,7,Green,2003,Hatchback,152000,1.8L,Manual,Diesel,500,5,5,Steering Wheel Shaking,0,19,7/19/18,1,122.1886551,74.88550183,1,0,8/6/18
Ford,Kuga,2018,5,Black,2016,SUV,22072,2.0L,Manual,Diesel,15000,5,5,Radiator Leaking,0,18,5/18/18,1,340,2,0,0,5/18/18
Ford,Grand C-Max,2021,5,Grey,2019,MPV,5000,1.0L,Manual,Petrol,9450,7,5,Steering Wheel Shaking,0,14,5/14/21,1,29.45,1,0,0,5/14/21
Fiat,500X,2017,10,Red,2015,SUV,27105,1.6L,Manual,Diesel,9595,5,5,Electrical Issue,4,12,10/12/17,1,68.785,2,0,0,10/12/17
Ford,Fusion,2018,5,Grey,2005,Hatchback,86000,1.6L,Manual,Petrol,1495,5,5,Tyre Alignment,0,17,5/17/18,1,10.1495,0.5,0,0,5/17/18
Citroen,Grand C4 Picasso,2018,3,Beige,2018,MPV,50,1.6L,Manual,Diesel,20495,5,5,Radiator Leaking,0,5,3/5/18,2,489.9,4,0,0,3/6/18
Citroen,DS3,2018,8,Black,2015,Hatchback,22000,1.2L,Manual,Petrol,6995,5,3,Steering Wheel Shaking,0,13,8/13/18,2,46.995,2,0,0,8/13/18
Ford,Kuga,2018,5,Silver,2010,SUV,58812,2.0L,Manual,Diesel,8191,5,5,Transmission Issue,2,28,5/28/18,1,117.337,3,0,0,5/28/18
Fiat,Grande Punto,2018,8,Black,2007,Hatchback,68000,1.2L,Manual,Petrol,995,4,3,Alternator Failing,0,26,8/26/18,1,59.9,2,0,0,8/26/18
Ford,Ka,2018,7,Red,2010,Hatchback,58617,1.2L,Manual,Petrol,5000,4,3,Windscreen Crack,0,1,7/1/18,1,23,1,0,0,7/1/18
Ford,Mondeo,2018,8,Silver,2004,Hatchback,65000,1.8L,Manual,Petrol,995,5,5,Tyre Alignment,0,24,8/24/18,1,10.0995,0.5,0,0,8/24/18
Ferrari,California,2018,4,Silver,2016,Convertible,11540,3.9L,Automatic,Petrol,146995,4,2,Transmission Issue,3,4,4/4/18,3,1802.955,24,0,0,4/10/18
Ford,Mondeo,2018,6,Red,2017,Estate,3334,2.0L,Automatic,Diesel,23995,5,5,Engine Issue,2,7,6/7/18,1,3919.25,16,0,0,6/11/18
Fiat,500L,2018,1,Multicolour,2014,MPV,77000,1.6L,Manual,Diesel,5995,5,5,Windscreen Crack,0,7,1/7/18,1,23.597,1,0,0,1/7/18
Citroen,C4 Cactus,2018,3,Black,2017,Hatchback,17368,1.6L,Manual,Diesel,9545,5,5,Flat Tyres,0,2,3/2/18,2,42.8635,2,0,0,3/2/18
Fiat,500,2021,5,Red,2019,Hatchback,8479,1.2L,Manual,Petrol,9250,4,3,Engine Issue,2,1,5/1/21,1,1707.5,16,0,0,5/5/21
Citroen,DS3,2018,5,Grey,2010,Hatchback,44000,1.6L,Manual,Petrol,4690,5,3,Electrical Issue,3,13,5/13/18,2,63.45,2,0,0,5/13/18
Ford,Streetka,2018,8,Red,2003,Convertible,60000,1.6L,Manual,Petrol,690,2,2,Warning Light,0,23,8/23/18,1,186.9,9,0,0,8/25/18
Ford,S-Max,2018,7,Red,2016,MPV,9807,2.0L,Automatic,Diesel,24995,7,5,Gear Box Issue,0,2,7/2/18,1,289.95,2,0,0,7/2/18
Honda,CR-V,2018,7,Silver,2007,SUV,126000,2.2L,Manual,Diesel,3290,5,5,Transmission Issue,2,17,7/17/18,1,83.03,3,0,0,7/17/18
Ford,Galaxy,2018,2,Silver,2014,MPV,47233,2.0L,Manual,Diesel,10699,7,5,Excessive Emissions,0,13,2/13/18,1,29.6291,1,0,0,2/13/18
Honda,CR-V,2018,8,Silver,2003,SUV,150000,2.0L,Manual,Petrol,1500,5,5,Transmission Issue,3,21,8/21/18,1,173.5,8,0,0,8/23/18
Citroen,DS4,2018,8,Grey,2013,Hatchback,39754,2.0L,Manual,Diesel,6970,5,5,Radiator Leaking,0,14,8/14/18,2,926.8267582,708.064987,1,0,9/10/18
